"Question","Answer"
"How can I remove or delete a bank account on Angel One?","Please note the below points before deleting a bank account on Angel One.\n1. You can add up to 5 bank accounts with Angel One.\n2. Even if a bank account is not being used anymore, you can add a new bank account or use any other existing bank account for all transaction-related purposes.\n3. If the bank you want to delete is a primary bank, you can add a new bank and that will automatically become primary.\n\nPlease raise a ticket if you still wish to delete a bank account registered with Angel One."
"How can I activate DDPI online?","You can activate DDPI online by following the below steps on the Angel One app by clicking here.\n1. Navigate to the Account → Profile → DDPI Status section on Angel One.\n2. Enter your Aadhaar number and verify the OTP received on the mobile number linked with the Aadhaar.\n\nAfter successful verification, processing will be done in 2-4 working days."
"How can I activate POA online?","The POA process is now replaced with DDPI.\n\nYou can activate DDPI online by following the below steps on the Angel One app.\n1. Navigate to the Account → Profile → DDPI Status section on Angel One.\n2. Enter your Aadhaar number and verify the OTP received on the mobile number linked with the Aadhaar.\n\nAfter successful verification, processing will be done in 2-4 working days."
"What are the benefits of activating DDPI?","Activating DDPI (Demat Debit and Pledge Instructions) for your account provides several benefits:\n1. You do not have to verify TPIN while selling stocks.\n2. You can place sell GTT (Good Till Triggered) orders.\n3. DDPI should be activated to participate in the buyback process."
"How can I add/modify the nominee details on Angel One?","You can add or modify nominee details online via the Angel One app by clicking here.\n\nPlease follow the steps below to submit a request.\n1. Navigate to Account → Profile → Nominee section of the app.\n2. Click on Add Nominee.\n3. You will need to enter the Name, DoB, Valid ID proof, Relationship, % share to be allocated, and address for each nominee. The total share percentage should be 100%.\n4. Once you submit the request, the details will be updated in 3 working days.\n5. In case, the nominee is a minor, you will need to provide the nominee's guardian details. Guardian cannot be a minor.\n6. Enter your Aadhaar number and verify the OTP received on the mobile number linked with the Aadhaar to submit the request."
"How can I change my email ID registered with Angel One?","You can directly submit Email ID modification requests online via the Angel One app.\n\nPlease click here or follow the below steps to submit a request.\n1. Navigate to the Profile section on the Account screen of the app.\n2. Click on Personal Details.\n3. Click on the pen icon next to your Email ID.\n4. Here you will be able to submit a modification request by adding your new Email ID.\n5. Please note that you need to verify the OTP and Esign to submit the request.\n\nOnce the request is submitted successfully, your Email ID will be updated within 3-5 working days."
"How can I modify my address/location registered with Angel One?","You can modify the address details online via the Angel One app by clicking here.\n\nPlease follow the steps below to submit a request.\n1. Navigate to Account → Profile → Personal Details section of the app.\n2. Click on the pen icon next to your location.\n3. You will be navigated to the Digilocker page to enter the Aadhar details.\n4. Provide the Aadhar number and verify the OTP.\n\nPlease note that the address should be first updated in your Aadhar records. Angel One automatically fetches the address details from your Aadhar.\nOnce you submit the request, the details will be updated in 5 working days."
"What is my BO ID?","You can find your BO ID on the Profile page of the app.\n\nAlternatively, you can navigate to Account → Profile → Demat Account Details. Your 16-digit BO ID is mentioned here. It is also called the Demat Account Number.\n\nPlease note that the BO ID is required for TPIN verification and IPO application in case your DDPI is not active."
"What is DP ID and where can I find it?","DP ID stands for Depository Participant Identification. It is a unique identification number assigned to a Depository Participant (DP) such as Angel One.\n\nYou can find your DP ID on the Profile page of the app.\n\nAlternatively, you can navigate to Account → Profile → Demat Account Details. Your 8-digit DP ID is mentioned here."
"What is my client code?","Your client code is a unique identifier for your account with Angel One.\n\nYou can find your client ID on the Profile page of the app."
"What is my demat account number?","You can find your Demat Account Number on the Profile page of the app. It is also called BO ID."
"Where can I find the profile section on the Angel One app?","If you are using the web platform, you will find the profile section in the 'Account' screen.\n\nIf you are using the mobile app, you will find the profile section at the top right corner of the 'Account' screen or under the 'Trading Balance' section."
"How many watchlists can be added?","You can add up to 5 watchlists."
"How many stocks can be added in each watchlist?","You can add up to 50 stocks per watchlist."
"How can I create a watchlist?","You can create a watchlist by following these steps.\n\nGo to watchlist screen.\nOn web as well as mobile app, you will find a + icon to create a new watchlist.\nName the watchlist and click on create.\nYou can search the stocks and add them to the created watchlists."
"What is a Basket Order?","Basket Order is a feature that allows you to place multiple orders at the same time in a single click."
"Which segments are allowed within the basket?","All the market segments, such as Equity (Cash and F&O), Index, Currency, and Commodity are allowed within the basket."
"Which order types are allowed within the basket?","Order types available within the basket are:\n1. Limit Order and Market Order\n2. Delivery, Margin, Carryforward, and Intraday\n3. Advanced Orders – Stop Loss, Cover, and Robo Order\n\nNote – Please note that GTT orders cannot be placed inside the basket."
"How many baskets can be created?","A maximum of 50 baskets can be created and saved. Also, within each basket, a maximum of 20 securities can be added."
"Is there any charge for placing a Basket Order?","No, there is no additional charge for placing a Basket Order. You just have to pay the existing brokerage for the orders in the basket."
"Is there any specific time to place a Basket Order?","Basket Orders can be placed only within the market hours i.e., between 9:15 am and 3:15 pm. However, you can create and save the basket anytime during the day."
"Can I clone my basket?","Yes, you can clone your existing baskets. Additionally, you can also clone any order inside the basket."
"How to check the required margin for placing the Basket Order?","The required margin and the available margin will be shown upfront in the Basket. To give you the margin benefit, the required margin for the entire basket will be calculated using the SPAN calculator."
"What if the available margin is less than the required margin?","You can add the funds with the 'Add Funds' feature within the Basket to match the required margin."
"What will happen to my basket after execution?","After placing the Basket Order, the status of individual orders will be shown inside the basket. You can take decisions at the individual order level like modifying a pending order or retrying a failed order."
"Can I see my placed Basket Order the next day?","If you have saved your basket, then you can see it the next day, but the orders will be reset to the initial state i.e., before placing the Basket Order. However, you won't be able to see the status of the orders. Please know that if you don't manually save the basket, it will not appear in the Baskets Tab."
"What is the margin benefit in the Basket?","When you place individual orders, you do not get a hedging benefit and have to pay the entire required margin upfront. But when you hedge your position in the basket (i.e. combine 2 or more orders), you get the benefit of hedging in terms of lower required margin."
"Can the basket save time in order execution?","You can save time using Basket Order as multiple orders are placed in one click. So, there is no need to place and execute individual orders."
"How can I check my Order Status?","Tap on Orders at the bottom of your screen\nClick on Open Orders to see all your Pending Orders\nYou will be able to see your Executed Orders by clicking on the Position\nYou can also view complete list of orders by clicking order history button under open orders"
"How can I know if my order has been completed?","Tap on Orders at the bottom of your screen\nYou will be able to see your executed/completed Orders by clicking on the Positions options\nYou can also see your past orders by clicking order history button under open orders tab"
"Where can I check today's positions?","Tap on Orders at the bottom of your screen\nYou will be able to see your current existing Positions by clicking on the Positions tab\nYou can also view your closed positions by clicking on 'View Closed Positions' tab"
"Why is my Order pending?","Orders can be pending due to reasons like changes in market price, order price is not reached or there are low number of buyers/sellers."
"Can I place an order when markets are closed (AMO Order)?","You can place AMO orders for the next trading day post market closure. AMO orders can be placed normally like a regular buy/sell order which are pushed to the exchange once the market opens."
"What is a Disclosed Quantity?","Disclosed quantity feature allows you to declare only a part of the actual order to the market that you want to buy/sell.\nOnce you specify the disclosed quantity, the order is sent to the exchange and only the disclosed part is shown on the market screen.\nThe disclosed quantity should neither be equal to or greater than the order quantity nor should it be less than 10% of the order quantity."
"How can I convert my F&O positions?","Tap on Orders at the bottom of your screen\nClick on the Order that you wish to convert\nTap on Convert\nChoose the Product Type & click Submit.\nYour Position will be converted successfully."
"How can I modify my order?","Tap on Orders at the bottom of your screen\nClick on Open Orders\nTap on the Order you wish to modify & click on Edit Order\nYou will be able to modify your Orders from here"
"How can I buy / sell stocks?","Tap on the share for which you want to place a Buy/Sell Order\nClick on Buy/Sell &\nSelect the mode between Delivery, Margin & Intraday\nEnter Quantity, Price & click on Place Buy/Sell Order"
"How can I convert my Intraday position into Delivery?","As of now position conversion is not available in Angel Spark. Will add FAQ's once its introduced\nPM Comment – It is allowed. Please check point number 6. Make a single point about conversion as the journey is the same"
"How can I place a Stop Loss order for my existing position?","Tap on Orders at the bottom of your screen\nClick on Positions\nTap on the Order for which you wish to place a Stop Loss\nTap on the stop loss button at the bottom of the screen\nEnter trigger price, price & click on place Buy/Sell Order"
"What is a Robo order?","A Robo order is a multi-leg order used in intraday trading which allows you to place 2 more orders along with the initial order. One order is placed at a price lower than order price and other placed at a price higher than order price.\nOrder is automatically exited when any of the defined targets are met.\nThese orders can be exited manually before hitting target or stop loss targets as well."
"Can I place a Robo order on the NSE and BSE?","Yes, Robo orders can be placed in both NSE and BSE"
"Which product type allows to place Robo Orders?","You can place Robo orders only in Intraday."
"Can I avail MTF facility for Robo order?","No, the MTF facility is unavailable for Robo orders."
"Can I place Robo orders in commodities and currencies?","Robo orders can only be placed in the cash market segment (Equity and Derivatives) for stocks and indices."
"Can I place a delivery order using Robo order?","No, you cannot place a Robo order in Delivery trading."
"Can I place a Robo order in all stocks?","Robo orders can be placed in selected scrips of cash segment for intraday trading. Robo orders can not be placed on low volume scrips."
"Can I place a Robo order at any time during the day?","You can place a Robo order between 9:15 AM to 3:10 PM on a trading day."
"What if my Robo order does not get executed during the day?","If your first-leg order (initial Limit order) doesn't get executed during the market hours of the trading day, then the Robo order will get cancelled.\nIf your first-leg order is executed and neither the second-leg nor the third-leg order gets executed your position will get auto-squared off at 3:10pm."
"How many times a Robo order can be modified?","Robo order can be modified in the following ways any number of times:\n\nInitial Order can be modified in cases the Order has not been executed.\nIn case of Initial Order is executed, only Stop Loss & Target Orders can be modified.\nOnce the Stop loss/Target price has been executed no modifications are possible."
"How to place a Robo order?","Tap on Watchlist at the bottom of your screen\nClick on Buy/Sell & select Intraday\nTap on Smart Orders & select Robo Order\nEnter the Quantity, price, stop Loss & target targets\nClick on Place Buy/Sell Order\nYour order would be placed successfully subject to fund availability"
"How to place robo order on desktop or web?","Currently, we have robo order feature only on mobile app. We are working on bringing it to web as well."
"What are the timings for Intraday Square-Off?","Below are the timings for Intraday Square-Off:\n\nEquity Segment: 3:15 pm\nFutures Options Segment: 3:20 pm\nCurrency Segment: 4:45 pm\nCommodity Segment: 11:15/11:45 pm ( Depending on Daylight Savings Time)"
"Why was my position squared off?","Your position could have been squared off due to any of the below reasons:\n1. Intraday trades will auto squared off at 3:15 pm for the Cash segment and at 3:20 for the F&O segment.\n2. Intraday trades will be squared off if you lose 80% of your Available Margin.\n3. When you don't maintain the minimum required margin in your account your shares will be squared off 4 days after the shortfall occurs.\n4. When your shares bought using Margin are down by more than 50% of your fund balance, square-off will be done on the next trading day.\n5. Shares bought under Margin Product need to be fully paid or pledged, failing which the shared will be squared off after 7 days.\n6. If your account goes under debit/negative balance, then your shares will be squared off after 7 days."
"Why was my Intraday Position not squared off?","Your buy/sell position might not be squared off due to upper/lower circuit in that stock.\nIn case you have bought the stock and the share is in a lower circuit your shares will be sold the next day.\nIn case you have short sold the share there is in upper circuit on the share the shares will be auctioned."
"When I am trying to exit my position or place a Stop-Loss order, why is it being rejected?","It may happen if you have a pending Stop-Loss (SL) or an exit order already. With an already pending stop-loss or exit order, you will need extra funds to be able to place a duplicate SL/exit order. If you do not have this extra fund in your account, then your duplicate exit order will get rejected. That's why we inform you while exiting if there's a Pending SL/exit order against a position, to avoid any duplicate orders and rejections."
"My Stop-Loss (SL) order was triggered but it did not get executed. Why did this happen?","There could be 2 major reasons behind this:\n1. The asset may be lacking a buyer/seller at the defined stop-loss limit price due to a lack of market depth. Orders are queued while they are being purchased or sold.\na. For example: Let's say there are 50 buyers and 100 sellers who are waiting to trade on a scrip at ₹90. Upon reaching ₹90, the first 50 sellers' orders will be executed, and the remaining 50 sellers will have to wait for new buyers. In case you are one of those remaining 50 sellers, your sell order will remain pending if there are no corresponding buyers and vice versa.\n2. The price movement during high volatility does not fulfill certain criteria e.g. suppose you have placed a sell stop-loss with trigger Price at ₹100 and limit price at ₹100. Now imagine that the LTP touched ₹100 (here, the SL would be triggered) and quickly went below ₹100 due to high volatility. The limit price of ₹100 means the stop-loss order would get executed at only ₹100 or more. Now this order will be pending as price is below Rs 100 and execution will happen only when price has reached or crossed Rs 100. Hence your stop-loss order was not executed. Due to this reason, we recommend keeping a sufficient gap between the trigger price and limit price to increase the chances of Stop Loss execution during high volatility.\n\nNote: In order to increase the chances of execution, we keep the default value of the limit price 2 ticks away from the trigger price. This is done so that if the LTP moves rapidly after triggering the order, the limit price shouldn't be a hindrance and the order should still get executed. Also, if you change the pre-set limit price and bring it closer to the Trigger Price, the chances of execution can reduce in cases of volatility."
"My stop-loss order got triggered even though the predefined Trigger Price had not appeared. Why?","Chances are that the market price did hit the stop-loss price, albeit momentarily and without you being able to spot it at that moment. Within a second, prices can change multiple times and not all of them are relayed to the Brokers by Exchange, especially during high volatility. As a result, such momentary price fluctuations are not seen anywhere. Price matching and execution of the orders is done by the Exchanges and not the Broker."
"What is Stop Loss?","Stop-loss is a tool that investors use to minimise the loss in a trade. Some traders define it as an advance order, which triggers an automatic closure of an open position when the stock price reaches the trigger price level.\nStop loss helps minimise losses but also limit profits from a trade."
"What is Trailing Stop Loss?","A Trailing Stop-loss is an order that lets you set a maximum value or percentage of loss you can incur on a trade. If the security price rises or falls in your favour, the trigger price jumps with it at the set value or percentage. If the security price rises or falls against you, the trigger price stays in place depending on the nature of the order."
"How does a Stop-loss get triggered?","Stop-loss can be your real saviour during a volatile market condition. A price level set at the beginning of the trade allows traders to close their position automatically when the stop-loss is reached. Squaring off takes place at the next price available at the trigger price level and helps limit losses."
"What is the 1% rule of trading?","The 1% rule defines the maximum limit of risk one can take in a trade or the risk-per-trade. It implies adjusting your position so that total loss doesn't cross 1% of your trade value when the stop-loss is triggered. The 1% rule helps avoid significant losses."
"Can I use stop-loss in trading with the AngelOne Trading app?","You can place a Stop loss order in AngelOne mobile app by following the below simple steps:\n1. Visit the AngelOne app and select the stock to Buy/Sell\n2. Select quantity of the trade\n3. Set' Trigger price'\n4. Enter the price where you want to place stop-loss\n5. Confirm the stop-loss price, click on 'Buy/Sell' and confirm the order"
"What is the difference between Limit and Market orders?","In a Limit Order the buying price or sell price is specified and the trade is executed only when the price is met.\nIn contrast, a Market Order gets executed at the current market price."
"What is an Immediate or Cancel (IOC) order?","In the case of Immediate or Cancel (IOC) order, the order has to be executed as soon as it is released in the market. It means that the buying or selling of the security happens almost immediately, and if it doesn't, the order gets cancelled automatically."
"How do i place an GTT Order?","Tap on the share for which you want to place a GTT Order\nClick on Buy/Sell & select 'Delivery'\nClick on Smart Orders & Click on GTT order\nEnter the Trigger Price, Limit Price & click on 'Create GTT'"
"What are Stop Loss Orders?","A stop-loss order is a buy/sell order that can help you limit your losses in case the prices move against your trade.\nIf you are buying a stock, then you will have to add a sell stop-loss.\nIf you have to sell a stock, then you will have to add a buy stop-loss."
"What is Good Till Trigger Order(GTT)?","GTT order allows you to place buy or sell orders at a predetermined price.\nThese orders are executed if the market price of the stock reaches your specified price also called as Trigger Price before the GTT order expires.\nGTT Orders are valid for an year. If price is not reached within one year then order is cancelled"
"What is the validity for GTT Order?","GTT Order is a feature that allows you to Buy/Sell shares at your desired price with 1 year order expiry date."
"Can I place an Intraday Order using GTT?","GTT feature cannot be used for Intraday."
"Which segments can GTT Order be used for?","GTT order can be used for Equity Cash segment under Delivery Margin Product Type\nNSE, MCX NCDEX derivatives GTT orders can be placed under Carry forward Product type."
"Why did my Limit Order get executed at market price?","This might have happened if you have tried to sell at a price lower than the current market price OR buy at a price higher than current price. In such a situation, the system considers it as a market order and executes it at the current price."
"Why was my stop loss order executed even though the price did not breach my trigger?","Within a second multiple prices are received. Not all the price changes are shown on the application. It is possible that the price was breached but could not be shown on the application. This may have happened since you are able to see just one tick per second, you may not be able to see the price when the stop-loss limit is breached and the trade is executed."
"Why did my market order in the pre-open session become a limit order?","In the pre-open session, all unmatched market orders are carried over to the normal market with their original timestamp as limit orders at the equilibrium price.\nIf the opening-price is not discovered, market orders will be carried over at the previous day's closing price"
"What is an Immediate or Cancel Order (IOC) order?","In the case of an immediate or cancel order, the order has to be executed as soon as it is released in the market.\nIt means that the buying or selling of the security happens almost immediately and if it doesn't, the order gets cancelled automatically."
"What is a Delivery Order?","Delivery Order means you buy some shares, and hold them in your demat account. You can hold them in your demat account as long as you want. Delivery orders are used for long term investments."
"What is an Intraday Order?","Intraday Order means buying/selling a security with the intention of exiting the position on the same day. You can exit the position whenever you want within the day. All the intraday orders are automatically squared off if left open."
"What is an AMO Order?","AMO orders are Orders that are placed post market closure.\nThey can be placed similarly to regular orders. these orders are pushed to exchange on next trading day."
"What is a Limit Order?","A limit order is an order to buy or sell a stock at a specific price. these orders are valid for a day. if price is not reached within the day, these orders are automatially cancelled."
"What is a Market Order?","A market order is a buy or sell order to be executed immediately at the next price match. these orders are used when you want to buy/sell desired quantity as soon as possible."
"What is Call and Trade facility? Are there any charges for this facility?","Call and Trade facility allows you to place a trade by calling Angel One.\nCharges for Call Trade are Rs 20+GST (RS 23.60) per executed Order."
"Why doesn't my Limit order get executed after I reach the price I want?","It does not guarantee that your order will be executed even if your price has been reached. Orders are queued while being bought or sold. For Example. Assume you placed a Buy limit order of 100 Rs for the ABC script. Let's say there are 100 buyers and 50 sellers waiting to trade in ABC at 100. ABC is currently trading at 105 Rs and after a few minutes, it reaches 100 Rs. Since there are only 50 sellers for 100 Rs, only 50 buyers will be able to buy the script once this price is reached. As for the other 50 buyers, they'll have to wait until more sellers become available."
"What is a Margin Calculator & what is its use?","Margin means the amount required to buy a specific stock/Index & differ from Index to Index or share to share.\nMargin calculator helps you to know the required Margin for a strategy that you wish to take."
"How come I need to purchase the contracts after the stock options expire?","If your stock options contract expire in ITM (Profit), you will have to purchase your contracts. As a result, if you are not interested in purchasing the contracts and only interested in trading them, it is recommended that you sell them before they expire."
"Why did my order get rejected?","Orders can get rejected due to multiple reasons including insufficient margin, incorrect use of order type, stock not available for trading, etc.\nTap on Order History under Orders tab to find your Order Rejection reason"
"Why did my order get rejected with a message 'member not allowed to place an order in this script'?","This message means that the selected stock is restricted from trading."
"Why does it say 'New position not allowed?'","This happens when you place orders on low volume (Illiquid) contracts which are either long range or far month contracts. Trades in these positions are not allowed."
"What to do if my order got rejected as the stock is in square-off today?","If the selected stock is in square-off today, you may not be able to trade in that share. You will be allowed sell/trade post the square off is completed."
"What should I do if my order got rejected due to insufficient funds?","Your Orders will get Rejected if you do not have Available Margin to Trade. You can either add funds or decrease quantity of the order. You can also Increase margin by pledging your shares."
"What is margin shortfall / limit issue?","Margin shortfall occurs when you hold onto positions in your trading account without having sufficient margin. Kindly ensure you have sufficient balance to avoid Margin shortage penalties."
"Why am I not able to trade in Sensex F&O?","You might be facing this issue due to below reasons.\nYou might not have activated the derivatives or F&O segment. To activate the derivatives segment, visit the Account → Profile → Segment subscription section on Angel One platform.\nIf you have activated F&O segment,\nTrading in SENSEX Futures and Options is allowed. However, there are a few contracts that would be disabled for trading due to a lack of liquidity. The contracts are blocked/unblocked for trading depending on the Open Interest and Volume for the contract.\nAs a result, intraday orders in BSE F&O segments are currently restricted. Moreover, you can currently only place limit orders on BSE F&O since the bid-ask spread for market orders could be wide.\nFurther because of illquidity we have restricted trading in Bankex & Sensex50."
"Why am I not able to trade in BSE?","You might be facing this issue due to below reasons.\nYou might not have activated the derivatives or F&O segment. To activate the derivatives segment, visit the Account → Profile → Segment subscription section on Angel One platform.\nIf you have activated F&O segment,\nTrading in SENSEX Futures and Options is allowed. However, there are a few contracts that would be disabled for trading due to a lack of liquidity. The contracts are blocked/unblocked for trading depending on the Open Interest and Volume for the contract.\nAs a result, intraday orders in BSE F&O segments are currently restricted. Moreover, you can currently only place limit orders on BSE F&O since the bid-ask spread for market orders could be wide.\nFurther because of illquidity we have restricted trading in Bankex & Sensex50."
"Why am I getting RMS rule error?","You might be facing this issue due to below reasons.\nYou might not have activated the derivatives or F&O segment. To activate the derivatives segment, visit the Account → Profile → Segment subscription section on Angel One platform.\nIf you have activated F&O segment,\nTrading in SENSEX Futures and Options is allowed. However, there are a few contracts that would be disabled for trading due to a lack of liquidity. The contracts are blocked/unblocked for trading depending on the Open Interest and Volume for the contract.\nAs a result, intraday orders in BSE F&O segments are currently restricted. Moreover, you can currently only place limit orders on BSE F&O since the bid-ask spread for market orders could be wide.\nFurther because of illquidity we have restricted trading in Bankex & Sensex50."
"I am unable to buy or sell on BSE Sensex.","You might be facing this issue due to below reasons.\nYou might not have activated the derivatives or F&O segment. To activate the derivatives segment, visit the Account → Profile → Segment subscription section on Angel One platform.\nIf you have activated F&O segment,\nTrading in SENSEX Futures and Options is allowed. However, there are a few contracts that would be disabled for trading due to a lack of liquidity. The contracts are blocked/unblocked for trading depending on the Open Interest and Volume for the contract.\nAs a result, intraday orders in BSE F&O segments are currently restricted. Moreover, you can currently only place limit orders on BSE F&O since the bid-ask spread for market orders could be wide.\nFurther because of illquidity we have restricted trading in Bankex & Sensex50."
"I am getting exchange not enabled error. What could be the possible reasons?","This error occurs if a particular segment is not activated for user. If you have applied for activating a segment but still getting this error, it generally happens because of two conditions.\n1. In NFO if income proof is not submitted.\n2. In MCX if electronic contract note (ECN) is not submitted.\nTo know more about how to activate F&O or Commodity segment, visit Account → Profile → Segment subscriptions in your web or mobile platform. You will be able to see which all segments are active and submit activation request online."
"Why am I getting PAN card invalid issue?","This could be because of PAN and Aadhar not being linked. If you have already linked both, please check this article.\nIt can take up to 10 days for CDSL to update Angel One on your PAN Aadhar linking status. Kindly wait for few more days for the update to take effect in the system."
"I am getting 'PAN card not linked to Aadhar' issue. But I have already linked both","If you have already linked both, please check this article.\nIt can take up to 10 days for CDSL to update Angel One on your PAN Aadhar linking status. Kindly wait for few more days for the update to take effect in the system."
"My order is getting rejected because of PAN card invalid issue?","This could be because of PAN and Aadhar not being linked.\nIf you have already linked both, please check this article.\nIt can take up to 10 days for CDSL to update Angel One on your PAN Aadhar linking status. Kindly wait for few more days for the update to take effect in the system."
